x	y
16.402897830755695	-2.172427737276527
16.901029393520755	-2.068040472995264
4.983970539059386	-2.8710129940191953
11.433188486962212	-1.246249953767915
6.225484061973624	-1.5229035053824815
15.052868504443516	-1.5025732998024233
15.56055379539653	-1.1638733607763005
10.263061963024402	-1.5780776583796485
8.604497972188565	-2.876948124831263
11.976841501594635	-2.577062230595873
6.327006143157797	-2.5002818535763414
6.959410291928103	-3.015042526922474
13.254981594346823	-0.9806936267293009
16.538396038649744	-2.6046606703446282
9.0772763241669	-2.7756896586724213
12.782261019917275	-2.893775625893225
15.606182661077519	-1.283524542953661
4.7344782195336705	-3.0326216276804345
6.750607855286118	-1.8808149915640655
8.615306665785159	-1.5853427808284462
8.382982187582993	-0.9976285707810493
9.014312068539251	-1.4270982588989236
14.144708806357798	-1.1882333736408692
15.192209024530701	-1.053859929590903
7.955163204503212	-3.2316553811720556
13.898214194269336	-1.3799102349016086
17.080473360207247	-1.390181781973192
13.6781322937785	-1.9596606985631397
13.748963112443747	-1.2891037930518467
14.683705687154784	-1.7815730804965342
17.175648219149853	-1.0979013078717639
15.338516044354161	-1.816148036875131
16.98389034408272	-1.9474488574345772
11.820213770818672	-2.2748860505245534
14.601915684743116	-2.2302276667382155
15.343862929539007	-2.696395429210025
16.920191939794762	-1.732582195157645
15.365066224252939	-2.3210295746372656
15.155899970828646	-1.9749171058220156
12.498848374523945	-3.0247248905444746
17.159744326271717	-1.2939484782100181
17.050399858107962	-2.4109198318622393
12.519520325211442	-1.1547682556483712
4.882169058084203	-3.195331492973586
6.292757975122635	-2.2719746295143954
4.790983600038077	-2.635132085980044
4.813171192979031	-2.3093452063544095
8.41971915746904	-1.9463338627956381
5.858761716561874	-3.101756050719159
8.03930412586978	-3.6357287632555595
13.684572612014065	-2.799300857698932
10.979800677436572	-2.828088510816505
7.6455380454363	-3.108964006589739
7.055671849103943	-1.7822384312820971
7.673034174351325	-3.8868996571958547
10.373208816260538	-1.3705175732851895
12.212788649283876	-1.3618683866578487
9.999935225377541	-1.060968252226047
17.064223107968257	-2.790687532969397
5.270658166242006	-2.7385572245107275
8.86942938996308	-1.80289539157698
6.369453850177376	-2.8056678408883755
6.1197621945350615	-3.286551615230277
13.754424692012176	-2.3791851024578787
5.090537852033505	-2.4102824895587167
6.579306085855826	-2.066905921519628
15.003553586866559	-2.493892802253486
11.133774010825132	-3.1232343962905906
9.255021819681208	-3.041108701980484
7.227997522625177	-3.4076231570896285
